EmployeeID,Department,MeetingDateTime,MeetingDuration,MeetingType,NumberOfParticipants,MessageCount,AfterHoursMeetings,ProductivityScore,ContextSwitchCount,BurnoutRiskIndex
1380,Sales,19-07-2025 14:32,61,01:01,6,186,Yes,87,4,0.667
1361,Sales,14-06-2025 07:29,101,All-Hands,13,225,Yes,64,15,0.893
1633,Tech,06-03-2025 13:50,109,Client,4,136,Yes,78,18,0.907
1996,Tech,01-05-2025 06:57,53,Team,5,125,Yes,52,19,0.772
1243,HR,20-02-2025 19:46,25,01:01,2,101,No,60,0,0.103
1588,Tech,03-07-2025 00:15,35,All-Hands,8,222,No,87,13,0.306
1378,Tech,22-02-2025 09:09,80,Team,12,163,Yes,60,14,0.805
1681,Sales,13-06-2025 07:49,96,Client,12,192,Yes,84,2,0.737
1381,Ops,10-08-2025 19:08,45,Team,13,102,No,50,10,0.253
1124,HR,05-01-2025 12:43,116,All-Hands,5,194,No,51,17,0.538
1786,Tech,21-05-2025 23:18,78,All-Hands,11,68,No,58,1,0.232
1159,HR,03-01-2025 02:24,48,Client,13,229,No,80,9,0.302
1485,Sales,21-01-2025 23:31,90,Team,5,245,No,70,16,0.483
1346,HR,31-05-2025 23:42,84,All-Hands,2,130,Yes,59,4,0.702
1142,Finance,09-04-2025 07:35,104,01:01,14,212,No,94,5,0.395
1025,Ops,29-06-2025 05:04,40,Team,9,4,No,64,15,0.252
1365,HR,27-01-2025 00:14,15,Client,6,2,Yes,96,12,0.558
1622,Tech,28-04-2025 08:39,94,Team,8,234,No,70,1,0.339
1200,HR,09-05-2025 22:31,68,01:01,12,165,No,75,5,0.286
1693,HR,17-02-2025 07:14,60,All-Hands,10,138,Yes,57,7,0.675
1502,Sales,21-03-2025 07:09,111,01:01,6,198,No,87,7,0.427
1407,Tech,09-03-2025 00:54,77,All-Hands,6,191,No,69,7,0.339
1395,Sales,22-03-2025 05:01,72,01:01,3,248,No,78,15,0.429
1353,Sales,06-06-2025 20:44,23,Client,11,137,No,78,15,0.262
1895,Finance,22-02-2025 16:20,50,01:01,5,108,Yes,86,6,0.628
1745,Ops,14-05-2025 01:56,37,All-Hands,10,231,No,78,15,0.335
1295,Tech,06-05-2025 04:24,116,All-Hands,13,175,No,87,13,0.49
1142,Finance,28-05-2025 12:16,111,01:01,10,72,Yes,76,12,0.826
1212,Sales,01-02-2025 13:11,104,All-Hands,14,178,No,98,10,0.431
1067,Finance,21-07-2025 17:56,106,All-Hands,13,71,Yes,72,4,0.733
1006,Ops,15-07-2025 06:06,56,Client,8,41,No,85,8,0.236
1179,Finance,24-06-2025 16:29,41,All-Hands,11,45,Yes,51,8,0.601
1204,Tech,08-02-2025 14:43,41,All-Hands,2,86,No,59,9,0.227
1567,Ops,11-03-2025 13:34,66,01:01,10,181,No,52,5,0.287
1854,Finance,04-05-2025 01:30,72,Client,7,52,No,51,17,0.371
1572,Ops,20-05-2025 13:12,101,Team,3,203,Yes,71,4,0.774
1810,HR,31-01-2025 19:12,34,Team,8,23,No,97,19,0.284
1307,Ops,12-02-2025 03:29,79,01:01,2,208,No,50,19,0.471
1427,Tech,29-05-2025 12:50,108,All-Hands,10,238,Yes,52,13,0.895
1029,HR,27-05-2025 15:56,69,Client,12,215,No,71,11,0.368
1993,HR,21-04-2025 20:37,59,Client,11,76,No,50,9,0.268
1579,Ops,13-01-2025 11:55,49,Client,9,27,No,85,15,0.283
1997,HR,04-04-2025 22:16,118,Client,12,208,Yes,64,15,0.928
1865,Sales,15-06-2025 19:49,29,Team,10,225,Yes,60,0,0.562
1149,Sales,21-03-2025 04:03,93,All-Hands,11,114,Yes,53,10,0.778
1365,Tech,05-08-2025 18:04,83,01:01,4,140,No,59,10,0.363
1369,Ops,14-03-2025 20:12,96,Client,3,102,Yes,90,9,0.771
1296,Sales,12-05-2025 05:36,64,01:01,8,198,Yes,88,2,0.659
1784,Tech,14-01-2025 09:02,90,01:01,8,48,Yes,75,0,0.644
1556,Sales,13-07-2025 05:33,115,Client,3,232,No,56,3,0.41
1277,Sales,20-08-2025 12:40,34,01:01,3,116,No,85,12,0.251
1843,Tech,27-02-2025 10:57,15,01:01,13,55,Yes,84,15,0.61
1530,Sales,06-06-2025 08:12,44,Client,7,35,No,74,15,0.274
1421,Sales,17-06-2025 12:56,72,Team,4,64,Yes,54,18,0.786
1223,Tech,26-03-2025 10:05,36,Team,9,106,Yes,94,19,0.722
1814,Finance,14-03-2025 21:37,115,01:01,6,99,No,85,3,0.357
1471,HR,24-07-2025 22:34,50,01:01,5,180,Yes,67,17,0.767
1945,HR,02-06-2025 11:16,94,All-Hands,10,145,No,71,1,0.303
1319,Sales,23-05-2025 13:39,35,Team,5,127,No,93,6,0.198
1911,Finance,12-06-2025 11:00,61,Client,8,28,Yes,75,16,0.724
1726,Sales,04-05-2025 06:30,94,01:01,13,158,Yes,58,13,0.828
1227,Tech,13-08-2025 00:05,63,Team,6,1,Yes,97,13,0.688
1314,Tech,25-07-2025 02:09,28,Team,12,96,Yes,84,6,0.568
1080,Ops,08-01-2025 02:55,72,01:01,4,211,Yes,51,18,0.844
1019,Ops,19-04-2025 09:40,55,All-Hands,4,122,Yes,86,17,0.756
1201,HR,17-04-2025 09:20,30,01:01,5,139,Yes,78,6,0.591
1480,HR,24-04-2025 10:57,28,Client,8,11,Yes,84,4,0.514
1067,Sales,15-07-2025 06:42,95,01:01,11,105,Yes,81,9,0.769
1801,HR,31-07-2025 19:07,57,Team,2,68,Yes,94,9,0.66
1189,Sales,27-01-2025 00:49,23,01:01,2,160,Yes,85,3,0.552
1149,Sales,02-04-2025 06:19,32,Client,10,61,No,78,17,0.274
1164,Finance,26-03-2025 11:53,92,Team,10,142,Yes,55,9,0.777
1101,Finance,07-02-2025 09:21,43,01:01,14,3,Yes,67,17,0.679
1732,Tech,27-06-2025 16:36,71,Client,2,171,Yes,88,15,0.796
1923,Finance,12-08-2025 23:05,89,01:01,4,242,Yes,99,9,0.809
1946,Tech,15-05-2025 06:32,78,All-Hands,7,172,No,91,17,0.434
1714,Finance,07-04-2025 22:51,72,Team,5,57,No,97,5,0.253
1689,HR,17-01-2025 16:53,91,Team,5,118,No,63,0,0.275
1388,Ops,02-06-2025 10:12,106,Team,5,36,Yes,57,11,0.789
1417,HR,13-02-2025 10:15,112,Client,13,132,Yes,54,12,0.853
1477,HR,25-01-2025 10:29,23,Team,11,31,No,82,2,0.09
1780,Sales,15-07-2025 17:55,44,Client,3,203,Yes,78,2,0.611
1084,Sales,09-06-2025 11:07,104,All-Hands,10,29,Yes,58,1,0.682
1394,Sales,19-03-2025 08:59,76,All-Hands,4,173,No,53,18,0.439
1703,Ops,26-06-2025 12:59,27,Team,8,43,No,84,8,0.165
1297,Ops,16-06-2025 19:56,16,Team,14,245,Yes,90,11,0.648
1916,Ops,05-07-2025 03:51,78,Client,13,46,Yes,51,17,0.783
1013,Ops,24-06-2025 19:11,91,01:01,6,57,No,91,11,0.36
1448,Finance,14-03-2025 17:19,88,01:01,9,170,Yes,74,1,0.698
1146,Ops,12-02-2025 13:45,115,All-Hands,8,197,Yes,52,12,0.886
1759,Tech,05-02-2025 00:10,17,01:01,11,56,No,73,5,0.115
1998,Tech,02-04-2025 18:36,57,Client,13,185,Yes,98,9,0.706
1609,Ops,03-07-2025 05:56,90,01:01,2,227,Yes,51,10,0.816
1858,Ops,31-03-2025 15:26,117,All-Hands,3,217,No,67,3,0.409
1783,Finance,14-02-2025 11:38,118,Client,5,45,No,93,17,0.483
1364,Ops,07-03-2025 14:34,44,All-Hands,9,97,No,96,8,0.229
1523,Sales,22-08-2025 01:54,34,Team,9,24,No,68,4,0.135
1110,HR,30-07-2025 04:24,89,Client,9,210,No,72,7,0.377
1509,Tech,10-08-2025 04:43,110,Team,11,26,Yes,68,17,0.855
1101,HR,06-01-2025 08:48,56,01:01,14,166,No,90,0,0.206
1694,HR,18-02-2025 22:38,97,Team,6,210,No,82,14,0.466
1619,Sales,27-07-2025 00:33,30,Team,8,134,No,75,11,0.239
1636,Finance,29-06-2025 01:48,86,01:01,6,105,Yes,77,4,0.697
1676,Finance,09-02-2025 17:56,63,All-Hands,11,132,No,71,14,0.35
1206,Sales,11-03-2025 02:45,27,All-Hands,13,160,No,92,0,0.132
1516,Sales,07-02-2025 17:27,32,Client,3,116,Yes,79,15,0.676
1975,HR,12-03-2025 13:41,91,All-Hands,8,160,Yes,75,15,0.841
1392,Ops,22-06-2025 12:50,79,Client,2,165,No,51,16,0.424
1453,Ops,18-06-2025 17:27,20,01:01,3,165,Yes,91,17,0.686
1181,Finance,30-03-2025 21:33,41,Client,10,71,Yes,77,9,0.621
1503,Ops,20-03-2025 22:52,31,Team,8,189,No,78,5,0.203
1732,Ops,07-03-2025 09:59,92,All-Hands,7,245,Yes,55,6,0.788
1582,Ops,09-08-2025 11:41,26,All-Hands,4,141,No,71,18,0.301
1575,Tech,23-01-2025 13:41,37,01:01,8,103,No,99,12,0.254
1269,Ops,10-08-2025 12:56,99,All-Hands,10,137,No,58,14,0.442
1784,Sales,09-07-2025 01:46,66,Client,3,152,Yes,62,1,0.636
1028,Finance,16-01-2025 22:56,65,01:01,11,33,Yes,84,5,0.626
1857,Sales,01-04-2025 04:00,17,Client,11,119,Yes,55,15,0.64
1783,Sales,28-07-2025 17:13,78,All-Hands,2,146,Yes,52,17,0.823
1438,Sales,20-06-2025 14:18,117,Client,10,115,No,61,4,0.379
1359,HR,28-02-2025 00:51,81,Team,12,120,Yes,79,3,0.681
1240,Sales,17-06-2025 04:16,83,01:01,2,90,Yes,77,17,0.814
1889,Sales,22-07-2025 04:19,26,01:01,14,40,No,51,4,0.121
1173,HR,02-08-2025 06:19,59,Client,9,98,Yes,71,3,0.617
1471,Ops,22-04-2025 07:52,25,All-Hands,8,57,No,95,2,0.105
1020,Ops,22-01-2025 22:21,29,01:01,13,94,No,91,8,0.19
1386,Finance,16-02-2025 20:19,57,All-Hands,11,176,No,81,18,0.393
1586,HR,20-02-2025 17:34,16,All-Hands,9,214,Yes,51,5,0.576
1707,Tech,19-02-2025 04:18,45,Client,4,231,No,75,2,0.225
1514,Sales,19-04-2025 05:02,92,Team,10,47,No,50,2,0.269
1372,Ops,14-02-2025 18:34,104,Team,3,136,No,87,0,0.314
1650,HR,05-04-2025 22:02,35,Team,12,105,No,55,11,0.24
1271,HR,06-05-2025 09:42,114,Client,13,172,No,66,7,0.424
1823,Tech,01-04-2025 05:04,17,01:01,13,230,Yes,61,1,0.544
1606,Sales,13-08-2025 03:36,60,Client,7,214,Yes,79,4,0.676
1580,Finance,19-02-2025 15:43,23,All-Hands,6,10,No,54,2,0.082
1214,Sales,01-05-2025 17:24,105,01:01,2,193,No,73,0,0.34
1516,Sales,16-05-2025 16:54,53,All-Hands,6,114,No,77,10,0.278
1204,Ops,28-05-2025 23:43,101,All-Hands,10,129,No,89,8,0.384
1639,Finance,26-04-2025 04:41,41,All-Hands,4,1,Yes,88,4,0.543
1902,HR,16-06-2025 22:18,35,Team,11,132,No,94,19,0.33
1218,Ops,12-06-2025 13:58,75,Client,7,147,No,99,1,0.256
1957,Finance,13-04-2025 10:43,46,01:01,11,197,Yes,90,2,0.614
1373,Ops,27-03-2025 09:25,111,Team,2,50,Yes,54,12,0.818
1154,Sales,03-02-2025 09:26,33,All-Hands,13,47,No,74,18,0.281
1326,HR,23-07-2025 20:34,49,Team,13,93,No,54,1,0.17
1273,Sales,17-04-2025 15:32,36,Team,8,204,No,96,2,0.192
1703,Finance,06-06-2025 14:26,67,Team,5,158,No,54,7,0.301
1244,HR,31-03-2025 19:55,47,Team,9,215,Yes,99,19,0.793
1028,Tech,01-04-2025 20:27,30,Client,3,115,No,61,12,0.241
1497,Finance,05-03-2025 04:42,53,All-Hands,10,173,No,81,15,0.352
1662,HR,09-03-2025 02:02,61,Team,13,136,Yes,89,17,0.777
1279,Tech,29-06-2025 08:17,101,01:01,3,76,No,81,17,0.453
1808,Sales,30-07-2025 18:55,29,Team,5,240,Yes,54,15,0.719
1986,Ops,16-04-2025 02:29,55,01:01,11,23,Yes,67,16,0.707
1880,HR,01-05-2025 13:49,32,Client,8,3,No,75,4,0.121
1887,HR,01-06-2025 10:17,74,All-Hands,8,15,No,84,17,0.361
1687,HR,29-05-2025 07:02,43,All-Hands,8,244,Yes,63,14,0.745
1241,HR,15-04-2025 04:13,63,01:01,2,152,No,70,16,0.378
1508,HR,12-02-2025 04:32,37,Team,10,234,Yes,66,13,0.716
1791,Sales,18-02-2025 04:21,107,Client,5,157,No,68,6,0.39
1825,Tech,01-04-2025 19:15,70,All-Hands,14,209,Yes,72,13,0.789
1147,HR,06-05-2025 16:02,47,Team,8,231,Yes,67,8,0.69
1993,Sales,05-01-2025 13:50,47,All-Hands,14,181,No,66,18,0.37
1260,Finance,28-04-2025 14:51,105,01:01,7,226,No,86,1,0.363
1546,Sales,23-01-2025 16:02,98,01:01,10,195,No,59,9,0.413
1558,Ops,20-03-2025 06:27,102,All-Hands,6,10,Yes,76,15,0.809
1986,Sales,15-08-2025 22:32,104,Team,14,221,No,98,15,0.498
1486,Sales,23-06-2025 00:41,21,Client,4,249,Yes,65,7,0.622
1660,Finance,25-05-2025 08:48,26,01:01,4,240,Yes,70,17,0.731
1707,Tech,21-08-2025 06:25,57,Client,5,239,No,66,8,0.318
1316,Sales,02-01-2025 16:23,20,01:01,9,26,Yes,69,1,0.47
1878,Ops,03-01-2025 23:25,23,All-Hands,13,180,Yes,87,2,0.549
1931,Ops,18-02-2025 19:20,98,Client,7,102,No,82,0,0.286
1092,Tech,08-02-2025 19:16,115,Client,7,44,Yes,83,14,0.845
1880,Tech,23-01-2025 12:04,93,All-Hands,14,25,No,63,6,0.302
1900,Ops,19-04-2025 18:03,60,01:01,11,30,No,73,9,0.252
1887,HR,14-04-2025 09:31,110,All-Hands,2,141,No,89,3,0.361
1754,Ops,27-04-2025 05:57,72,Client,9,108,No,76,19,0.413
1897,HR,07-07-2025 14:54,96,Team,3,36,No,75,8,0.334
1518,HR,19-03-2025 07:25,113,Client,9,147,No,91,18,0.521
1616,Finance,04-05-2025 10:22,44,Client,6,91,No,84,10,0.246
1711,HR,24-02-2025 03:54,77,01:01,12,30,Yes,98,15,0.755
1645,Ops,24-01-2025 12:36,117,Team,5,221,Yes,72,18,0.961
1410,Tech,16-07-2025 04:57,26,Client,12,100,No,86,14,0.245
1589,HR,23-07-2025 01:48,43,01:01,3,106,Yes,75,11,0.66
1255,Finance,22-01-2025 01:13,16,Team,5,14,No,53,17,0.216
1811,Sales,06-05-2025 18:47,52,All-Hands,8,58,No,75,18,0.333
1894,Tech,07-04-2025 00:35,89,Client,13,247,Yes,51,7,0.791
1703,Finance,21-07-2025 09:19,43,Client,12,228,No,67,17,0.369
1203,HR,19-07-2025 02:46,28,All-Hands,7,201,No,84,8,0.23
1186,Ops,18-05-2025 06:27,113,All-Hands,12,190,Yes,93,11,0.869
1021,HR,04-01-2025 16:24,81,Team,6,166,Yes,63,10,0.769
1997,Ops,27-01-2025 09:01,53,Team,10,20,No,59,10,0.24
1718,Tech,07-08-2025 01:37,29,01:01,4,47,No,71,19,0.281
1632,Ops,14-08-2025 05:12,110,Client,3,150,Yes,62,4,0.775
1091,Sales,04-07-2025 12:52,18,Team,13,77,Yes,57,8,0.556
1014,Finance,10-06-2025 04:55,49,All-Hands,6,148,No,67,0,0.182
1847,Ops,29-01-2025 18:54,86,01:01,4,240,Yes,66,10,0.811
1730,Tech,01-03-2025 11:26,109,Team,3,5,No,71,13,0.404
1294,Ops,25-01-2025 07:37,81,All-Hands,13,99,Yes,61,12,0.762
1441,Tech,06-06-2025 07:44,80,Team,3,142,No,72,16,0.417
1744,Tech,13-03-2025 02:09,110,All-Hands,8,221,Yes,77,13,0.893
1418,Tech,14-08-2025 09:48,58,01:01,2,159,No,95,5,0.259
1999,Sales,23-07-2025 06:37,102,Team,7,26,No,67,4,0.305
1929,Tech,10-02-2025 13:49,38,Client,7,33,No,89,14,0.248
1087,HR,22-04-2025 11:46,93,All-Hands,12,213,Yes,73,0,0.718
1892,Sales,01-06-2025 03:11,32,All-Hands,13,75,Yes,92,7,0.58
1730,Ops,02-05-2025 23:51,85,All-Hands,8,212,No,83,10,0.397
1074,HR,25-03-2025 22:40,100,01:01,11,162,Yes,78,9,0.805
1340,Tech,23-02-2025 10:55,42,All-Hands,12,209,No,63,17,0.359
1620,Finance,18-01-2025 22:36,106,01:01,9,135,Yes,91,12,0.839
1259,Finance,01-06-2025 19:02,67,All-Hands,9,131,No,76,3,0.25
2000,Ops,01-05-2025 16:13,19,Client,2,48,Yes,83,7,0.537
1991,Finance,21-07-2025 12:59,117,01:01,11,184,Yes,86,1,0.776
1266,Tech,08-08-2025 01:58,21,All-Hands,9,91,No,88,6,0.149
1898,Ops,26-02-2025 03:20,106,Team,6,241,Yes,87,3,0.791
1324,Finance,28-04-2025 10:49,96,All-Hands,13,111,Yes,74,6,0.744
1266,HR,13-02-2025 06:21,116,Client,13,196,Yes,52,11,0.878
1130,Ops,19-08-2025 12:07,109,Client,11,249,No,69,18,0.552
1948,Ops,23-06-2025 16:18,25,Client,9,66,No,72,6,0.149
1627,Sales,20-02-2025 20:48,37,Client,14,198,No,95,1,0.182
1914,Tech,17-08-2025 20:26,33,Client,11,8,No,97,18,0.266
1782,Tech,20-07-2025 00:20,96,All-Hands,10,47,Yes,94,9,0.749
1193,Tech,07-03-2025 04:30,39,01:01,5,77,Yes,93,18,0.708
1187,HR,02-06-2025 02:17,53,All-Hands,8,78,No,65,7,0.234
1167,Ops,09-02-2025 23:18,88,All-Hands,5,242,Yes,68,14,0.857
1916,Ops,25-07-2025 02:31,92,01:01,2,239,No,59,18,0.506
1365,Finance,09-03-2025 08:16,44,All-Hands,7,2,No,86,8,0.191
1504,HR,26-07-2025 10:05,96,Team,12,175,Yes,51,11,0.82
1357,HR,30-01-2025 10:00,68,Team,7,106,No,89,11,0.322
1184,Tech,10-06-2025 12:08,107,Client,12,221,Yes,51,8,0.836
1597,HR,12-03-2025 11:10,16,Team,14,224,No,59,1,0.14
1942,HR,09-05-2025 18:57,69,Team,9,100,No,82,14,0.353
1693,HR,20-06-2025 06:41,20,Client,13,126,Yes,89,12,0.62
1291,HR,22-07-2025 16:27,33,All-Hands,12,0,No,92,19,0.273
1604,HR,05-02-2025 17:06,47,Client,9,31,Yes,54,16,0.69
1029,HR,17-01-2025 23:46,22,All-Hands,10,41,No,83,8,0.151
1464,Sales,08-02-2025 23:32,101,01:01,4,241,No,56,14,0.489
1993,HR,04-01-2025 17:58,67,All-Hands,7,83,No,99,2,0.221
1970,Finance,23-03-2025 06:18,76,Team,8,173,Yes,73,1,0.669
1883,HR,27-04-2025 17:11,60,Client,7,138,No,97,7,0.275
1817,HR,08-08-2025 14:19,53,01:01,12,162,No,98,13,0.327
1094,Ops,02-07-2025 13:45,52,Client,9,53,Yes,86,7,0.621
1245,Ops,12-01-2025 19:27,48,01:01,13,126,Yes,66,0,0.57
1872,Tech,05-07-2025 20:46,61,Team,5,117,No,65,8,0.279
1798,Ops,29-05-2025 11:42,47,Client,13,112,Yes,78,12,0.682
1123,Sales,15-03-2025 09:37,35,All-Hands,11,84,No,54,9,0.211
1753,Sales,04-07-2025 19:45,20,Team,9,114,No,62,0,0.096
1681,HR,14-06-2025 07:57,34,Client,10,238,Yes,95,7,0.65
1501,Ops,12-02-2025 09:42,24,All-Hands,10,112,No,90,2,0.125
1274,Finance,26-03-2025 18:05,25,All-Hands,13,137,Yes,74,16,0.677
1774,Ops,07-01-2025 06:19,63,Client,10,10,Yes,85,6,0.621
1444,Ops,21-02-2025 03:52,67,01:01,11,205,Yes,88,7,0.719
1525,Sales,03-02-2025 15:31,15,All-Hands,9,117,Yes,53,11,0.594
1663,Tech,28-02-2025 05:10,49,All-Hands,14,179,Yes,80,5,0.644
1297,Ops,01-03-2025 19:16,101,All-Hands,5,51,Yes,65,6,0.733
1928,Ops,05-06-2025 19:00,36,Client,14,74,Yes,82,6,0.58
1130,Sales,28-04-2025 15:24,26,Team,8,127,No,88,9,0.206
1302,Finance,21-07-2025 17:45,76,01:01,11,231,Yes,58,8,0.762
1939,HR,11-05-2025 21:26,112,01:01,14,76,No,85,11,0.42
1422,HR,16-05-2025 15:10,31,All-Hands,3,140,No,80,17,0.303
1363,Sales,22-01-2025 18:33,42,01:01,13,154,Yes,64,7,0.637
1116,Ops,23-05-2025 20:51,93,Team,2,19,Yes,91,11,0.75
1863,Ops,02-05-2025 06:21,115,01:01,10,22,Yes,57,15,0.846
1426,Sales,02-02-2025 04:21,28,Client,12,152,No,62,12,0.251
1775,Ops,18-05-2025 16:24,45,Client,6,239,No,92,4,0.248
1989,Tech,08-06-2025 07:39,27,Team,13,42,Yes,74,18,0.664
1080,Finance,14-04-2025 16:08,113,Client,8,70,Yes,87,2,0.731
1444,Finance,09-08-2025 22:16,76,01:01,14,166,Yes,86,17,0.826
1404,HR,22-01-2025 10:58,100,01:01,9,208,Yes,76,0,0.733
1671,Ops,05-02-2025 05:09,95,All-Hands,11,203,No,97,13,0.449
1889,Finance,01-08-2025 05:07,41,All-Hands,9,150,No,91,16,0.323
1633,Finance,01-03-2025 16:53,78,Client,12,220,No,99,19,0.473
1823,Sales,20-02-2025 22:15,30,01:01,2,207,Yes,68,7,0.628
1138,HR,09-07-2025 01:01,52,Team,7,180,Yes,78,8,0.682
1835,HR,05-05-2025 00:43,114,Team,11,158,Yes,93,11,0.858
1214,Ops,02-03-2025 12:25,31,Team,10,166,Yes,91,15,0.694
1446,Finance,08-08-2025 07:38,26,Team,10,102,Yes,67,14,0.646
1308,Ops,18-07-2025 06:38,110,Team,7,121,No,93,10,0.423
1432,HR,18-08-2025 09:11,49,01:01,3,229,Yes,54,17,0.784
1924,Tech,21-01-2025 16:03,30,All-Hands,9,88,No,81,19,0.3
1482,HR,01-01-2025 19:23,100,All-Hands,12,137,Yes,61,5,0.755
1206,Sales,19-04-2025 10:26,34,All-Hands,6,22,Yes,58,15,0.644
1341,HR,04-04-2025 04:54,68,01:01,7,191,No,57,19,0.436
1425,Ops,11-07-2025 16:36,65,Client,8,36,Yes,99,1,0.587
1499,Ops,22-07-2025 01:12,89,All-Hands,7,103,No,82,11,0.374
1237,HR,13-02-2025 01:19,48,01:01,3,198,No,98,13,0.329
1590,Sales,27-06-2025 21:59,70,01:01,8,117,No,74,2,0.242
1914,Ops,30-07-2025 02:05,52,All-Hands,5,161,Yes,98,11,0.704
1506,Finance,08-08-2025 16:09,44,Client,2,58,No,59,2,0.153
1714,Ops,19-06-2025 08:56,98,01:01,3,44,Yes,93,16,0.823
1294,Tech,30-07-2025 08:41,114,All-Hands,8,159,No,59,10,0.449
1448,Tech,20-06-2025 18:17,116,Team,7,122,No,90,14,0.479
1943,Finance,05-01-2025 19:27,48,All-Hands,5,100,Yes,66,7,0.63
1904,Sales,25-07-2025 07:55,118,All-Hands,7,203,No,70,7,0.446
1853,Sales,31-01-2025 18:32,33,All-Hands,4,81,Yes,68,14,0.655
1636,Tech,14-08-2025 19:34,20,Client,9,239,Yes,67,19,0.736
1683,Ops,07-02-2025 18:36,62,Team,12,38,Yes,98,16,0.73
1204,Tech,27-05-2025 12:12,26,All-Hands,14,137,Yes,56,13,0.65
1812,Ops,13-08-2025 15:31,69,All-Hands,2,48,No,85,4,0.232
1240,Tech,21-07-2025 01:15,38,01:01,8,24,Yes,56,9,0.595
1367,Sales,23-06-2025 03:43,95,Client,14,93,Yes,56,0,0.675
1178,Finance,23-02-2025 13:18,85,01:01,11,23,Yes,60,8,0.702
1345,Ops,01-02-2025 09:06,26,01:01,4,190,Yes,53,3,0.571
1123,Finance,18-07-2025 16:02,106,Team,10,140,No,72,18,0.501
1264,Sales,02-05-2025 08:53,115,Client,8,87,Yes,65,0,0.722
1788,Finance,25-04-2025 23:02,26,Client,3,198,Yes,60,12,0.664
1873,Finance,23-05-2025 02:35,45,01:01,3,102,Yes,64,10,0.653
1948,Ops,14-03-2025 02:24,48,All-Hands,8,195,Yes,60,1,0.608
1998,HR,07-02-2025 05:29,30,01:01,8,76,Yes,86,16,0.665
1519,HR,12-06-2025 20:22,35,Team,13,123,Yes,68,6,0.597
1891,Tech,07-08-2025 21:36,116,Client,9,76,Yes,86,1,0.73
1745,Sales,18-03-2025 08:21,55,All-Hands,12,215,No,55,6,0.283
1750,HR,05-05-2025 03:42,117,Team,4,69,No,92,10,0.42
1342,Tech,11-03-2025 18:37,117,01:01,3,18,Yes,53,5,0.75
1449,Ops,16-08-2025 21:22,71,01:01,6,60,Yes,77,6,0.661
1854,Ops,21-04-2025 10:37,87,Client,10,224,No,50,18,0.487
1517,Tech,24-03-2025 17:44,20,01:01,3,9,No,77,10,0.154
1381,Ops,29-05-2025 12:35,111,Client,2,76,Yes,86,19,0.898
1155,Finance,30-04-2025 00:37,79,All-Hands,5,194,Yes,67,8,0.755
1141,Ops,05-03-2025 12:25,92,All-Hands,12,144,No,95,3,0.318
1919,Ops,28-03-2025 03:01,115,Client,11,52,Yes,66,1,0.718
1453,Tech,10-08-2025 02:13,100,01:01,6,3,Yes,85,5,0.701
1086,Sales,11-01-2025 14:12,35,Client,14,117,No,86,6,0.194
1790,Tech,27-03-2025 08:34,98,All-Hands,2,13,Yes,85,16,0.81
1402,HR,08-08-2025 23:15,35,Team,9,83,Yes,78,7,0.591
1646,Finance,12-07-2025 23:09,102,Client,4,216,No,68,0,0.341
1411,Finance,19-07-2025 00:09,80,Client,7,123,No,59,17,0.419
1931,Sales,15-03-2025 12:03,36,01:01,2,90,No,62,0,0.126
1921,Finance,04-07-2025 04:37,19,Team,11,76,No,76,13,0.208
1456,Tech,26-05-2025 14:51,38,All-Hands,4,238,No,98,2,0.21
1908,Ops,30-04-2025 02:51,62,Team,13,155,No,93,10,0.317
1086,HR,05-04-2025 10:26,31,Client,9,176,No,70,19,0.338
1742,Tech,14-06-2025 06:10,78,Client,12,184,Yes,83,9,0.759
1095,Finance,07-01-2025 00:48,88,Client,12,123,No,55,3,0.299
1775,Tech,06-06-2025 00:58,102,01:01,13,42,Yes,72,12,0.792
1911,Finance,09-08-2025 16:44,51,Client,7,64,Yes,55,17,0.723
1852,Sales,01-04-2025 02:37,36,All-Hands,10,87,Yes,74,14,0.665
1749,HR,15-05-2025 10:32,104,Client,9,50,No,73,15,0.43
1642,Finance,24-05-2025 14:25,116,Client,14,197,Yes,84,9,0.859
1048,HR,12-07-2025 17:25,79,All-Hands,13,45,No,85,11,0.326
1586,HR,23-01-2025 06:02,52,All-Hands,12,11,No,91,17,0.304
1241,Finance,27-01-2025 23:13,53,Team,8,138,No,85,19,0.378
1306,Sales,21-04-2025 02:20,45,Team,2,140,No,67,8,0.248
1532,Tech,15-08-2025 14:39,72,01:01,9,151,No,58,8,0.32
1528,Finance,10-01-2025 07:44,24,Team,13,129,No,87,14,0.252
1465,HR,03-08-2025 12:47,17,Team,12,158,No,55,2,0.126
1848,Ops,23-04-2025 15:33,70,01:01,12,14,Yes,94,19,0.771
1063,Ops,07-07-2025 13:45,106,Team,11,165,No,96,17,0.501
1219,Ops,01-04-2025 15:16,85,01:01,3,81,No,90,1,0.255
1693,Finance,16-07-2025 21:11,118,All-Hands,5,225,No,92,6,0.445
1892,Sales,27-04-2025 02:55,52,All-Hands,11,132,No,60,0,0.183
1450,Ops,06-08-2025 14:28,48,All-Hands,9,0,Yes,68,1,0.53
1147,Finance,18-03-2025 07:54,99,Team,5,60,No,72,3,0.301
1728,Ops,06-04-2025 00:22,26,Team,7,147,Yes,67,0,0.524
1711,Tech,31-05-2025 04:33,44,All-Hands,2,23,No,63,3,0.149
1033,Tech,29-04-2025 12:32,83,Client,12,23,Yes,80,12,0.737
